state_name,confirmed_cases,deaths,new_cases,new_deaths,case_growth_pct,death_rate,high_growth
California,35307,625,2390,57,6.769195910159459,1.7701872149998583,1
California,36165,633,858,8,2.3724595603484033,1.7503110742430525,0
California,37749,675,1584,42,4.196137646030358,1.7881268377970279,1
California,38017,682,268,7,0.7049477865165583,1.7939342925533315,0
California,40893,719,2876,37,7.032988531044433,1.7582471327611082,1
California,41240,724,347,5,0.8414161008729388,1.7555771096023278,0
California,41684,733,444,9,1.0651568947317915,1.7584684771135208,0
California,44646,767,2962,34,6.634412937329212,1.71795905568248,1
California,45225,770,579,3,1.2802653399668324,1.7025981205085683,0
California,46267,782,1042,12,2.252145157455638,1.6901895519484729,0
California,46724,791,457,9,0.9780840681448506,1.692920126701481,0
California,50229,855,3505,64,6.9780405741703,1.7022039061100163,1
California,52808,880,2579,25,4.883729737918497,1.666414179669747,1
California,52982,885,174,5,0.3284134234268242,1.670378619153675,0
California,55353,919,2371,34,4.2834173396202555,1.6602532834715373,1
California,56188,941,835,22,1.4860824375311454,1.6747348188225244,0
California,59915,1017,3727,76,6.2204790119335724,1.6974046565968455,1
California,64328,1075,4413,58,6.860154209675414,1.6711229946524064,1
California,67065,1119,2737,44,4.081115335868188,1.6685305300827555,1
California,67415,1128,350,9,0.5191722910331529,1.673218126529704,0
California,71830,1206,4415,78,6.146456912153696,1.6789642210775442,1
California,76327,1339,4497,133,5.891755211131054,1.7542940243950371,1
California,77332,1366,1005,27,1.299591372265039,1.7664097656856153,0
California,78424,1386,1092,20,1.3924308885035193,1.7673161277160052,0
California,82910,1520,4486,134,5.410686286334579,1.8333132312145701,1
California,87140,1627,4230,107,4.85425751663989,1.8671103970621987,1
California,88690,1656,1550,29,1.7476603901229002,1.8671778103506596,0
California,90048,1668,1358,12,1.508084577114428,1.8523454157782515,0
California,96766,1702,6718,34,6.9425211334559656,1.7588822520306717,1
California,98974,1759,2208,57,2.2308889203225086,1.7772344252025785,0
California,101094,1807,2120,48,2.0970581834728073,1.7874453478940393,0
California,102846,1835,1752,28,1.7035178811037863,1.7842210683935205,0
California,103072,1837,226,2,0.21926420366345853,1.7822493014591743,0
California,103906,1861,834,24,0.8026485477258292,1.7910419032587146,0
California,104024,1862,118,1,0.11343536107052218,1.7899715450280704,0
California,110620,1939,6596,77,5.962755378774181,1.7528475863315855,1
California,118104,2020,7484,81,6.336787915735284,1.7103569735148685,1
California,122359,2133,4255,113,3.477472029029332,1.7432309842349152,0
California,123683,2166,1324,33,1.070478562130608,1.7512511824583816,0
California,131443,2334,7760,168,5.9036997025326565,1.775674627024642,1
California,133200,2368,1757,34,1.319069069069069,1.7777777777777777,0
California,139662,2544,6462,176,4.626884907848949,1.8215405765347767,1
California,140154,2550,492,6,0.35104242476133396,1.8194272015069137,0
California,144024,2639,3870,89,2.687052157973671,1.8323334999722267,0
California,147187,2732,3163,93,2.148966960397318,1.8561421864702725,0
California,147701,2740,514,8,0.348000352062613,1.8550991530185985,0
California,154372,2885,6671,145,4.321379524784287,1.8688622289016144,1
California,165063,3175,10691,290,6.4769209332194375,1.923507993917474,1
California,175248,3368,10185,193,5.811763900301288,1.9218478955537295,1
California,175733,3371,485,3,0.275986866439428,1.918250983025385,0
California,188010,3603,12277,232,6.529971810010106,1.916387426200734,1
California,191549,3681,3539,78,1.8475690293345306,1.9217014967449584,0
California,200187,3938,8638,257,4.3149655072507205,1.967160704741067,1
California,203513,3981,3326,43,1.6342936323478108,1.9561403939797457,0
California,214580,4301,11067,320,5.15751700997297,2.004380650573213,1
California,226418,4478,11838,177,5.228382902419419,1.9777579521062814,1
California,243869,4841,17451,363,7.155891072666062,1.9850821547634183,1
California,259023,5095,15154,254,5.850445713315034,1.9670067909027384,1
California,269757,5246,10734,151,3.979136778656346,1.9447132048473255,1
California,289511,5443,19754,197,6.8232295145953,1.8800667332156635,1
California,310792,5627,21281,184,6.847344848001235,1.8105356637236478,1
California,332478,6106,21686,479,6.522536829504509,1.8365124910520396,1
California,357961,6334,25483,228,7.118931950687365,1.7694665061277624,1
California,382203,6879,24242,545,6.342702699874151,1.799828886743432,1
California,390571,7045,8368,166,2.1425041797778124,1.8037693530753691,0
California,403992,7377,13421,332,3.3220954870393475,1.826026257945702,0
California,406199,7434,2207,57,0.5433297472421154,1.830137444946935,0
California,423177,7918,16978,484,4.012032790061841,1.8710846761520592,1
California,425791,7987,2614,69,0.6139162171112118,1.8758029173937447,0
California,430941,8132,5150,145,1.1950591844359204,1.8870332597733797,0
California,454234,8396,23293,264,5.127973687570724,1.848386514439694,1
California,490318,9474,36084,1078,7.359305593512781,1.9322154193808914,1
California,526358,10366,36040,892,6.847050866520505,1.9693820555591441,1
California,536308,10503,9950,137,1.8552771914646062,1.9583895821058048,0
California,557775,10837,21467,334,3.8486845054009233,1.9428981220025996,0
California,570192,11042,12417,205,2.177687515784157,1.9365406740185762,0
California,597919,11395,27727,353,4.637250196096796,1.9057765349487137,1
California,644250,12515,46331,1120,7.191462941404734,1.942568878540939,1
California,660137,12664,15887,149,2.4066216558078097,1.9183896675993013,0
California,673804,12861,13667,197,2.028334649245181,1.9087152940617746,0
California,708031,13296,34227,435,4.834110370873591,1.8778838779657951,1
California,716510,13496,8479,200,1.183374970342354,1.883574548854866,0
California,731528,13610,15018,114,2.05296311282685,1.8604892772388755,0
California,778338,14139,46810,529,6.014096703488716,1.8165629842048054,1
California,787313,14321,8975,182,1.1399532333392184,1.818971616117097,0
California,838917,15756,51604,1435,6.151264070223872,1.878135739292445,1
California,898175,16882,59258,1126,6.59760069028864,1.8795891669218139,1
California,922207,17176,24032,294,2.6059225314923875,1.8624885736065764,0
California,960877,17861,38670,685,4.024448498611164,1.8588227213264548,1
California,1029734,18398,68857,537,6.686872532129656,1.7866750053897416,1
California,1043000,18680,13266,282,1.2719079578139982,1.7909875359539789,0
California,1118677,20618,75677,1938,6.76486599796009,1.8430699835609385,1
California,1181461,21800,62784,1182,5.31409839173701,1.845173052686462,1
California,1258259,22741,76798,941,6.103512869766877,1.8073385527145047,1
California,1347225,25048,88966,2307,6.6036482399005365,1.8592291562285437,1
California,1420939,26785,73714,1737,5.187696305048985,1.8850211022429533,1
California,1516201,28533,95262,1748,6.282940058738914,1.8818745008082702,1
California,1570117,29062,53916,529,3.433884226462104,1.8509448658921595,0
California,1586749,29374,16632,312,1.0481809032178373,1.8512064605050955,0
California,1602366,29687,15617,313,0.9746212787839982,1.8526978230940996,0
California,1628673,30436,26307,749,1.615241365209591,1.8687606413319309,0
California,1708080,32581,79407,2145,4.648904032598005,1.9074633506627323,1
California,1728131,32818,20051,237,1.160270835949358,1.8990458477974184,0
California,1839835,35096,111704,2278,6.071414012669615,1.9075623629292844,1
California,1919188,37331,79353,2235,4.134717390896567,1.945145551139336,1
California,1961119,37792,41931,461,2.1381160449722834,1.9270630696046491,0
California,2020323,39175,59204,1383,2.93042251164789,1.9390463802075213,0
California,2163940,43463,143617,4288,6.636829117258334,2.008512250801778,1
California,2313127,45245,149187,1782,6.449581021707844,1.9560101974513289,1
California,2474027,49995,160900,4750,6.503566856788548,2.0207944375708107,1
California,2529693,51015,55666,1020,2.2005041718501017,2.0166478699193933,0
California,2627751,53927,98058,2912,3.731632106695041,2.05221118743747,0
California,2692635,55301,64884,1374,2.409684194107259,2.053787460981529,0
California,2808406,58034,115771,2733,4.122302829434206,2.0664391117238745,1
California,2818687,58098,10281,64,0.3647442940631578,2.061172453699187,0
California,3042593,59398,223906,1300,7.359051966529864,1.9522164154062012,1
California,3234866,63104,192273,3706,5.943770159258529,1.9507454095471035,1
California,3343773,64078,108907,974,3.2570093723467473,1.9163382203277555,0
California,3457107,66595,113334,2517,3.278290200447947,1.9263216325094943,0
California,3683081,72123,225974,5528,6.135461044706863,1.9582246494171591,1
California,3684440,72139,1359,16,0.036884845458197174,1.9579366199476718,0
California,3724286,72554,39846,415,1.0698963506025048,1.9481318029818333,0
California,3747946,72988,23660,434,0.6312791059422949,1.9474133298612095,0
California,3904899,75182,156953,2194,4.019386929085746,1.9253250852326782,1
California,4067597,77456,162698,2274,3.9998554429064628,1.9042201083342327,1
California,4376862,85491,309265,8035,7.0659070356799,1.9532486973544059,1
California,4443296,86794,66434,1303,1.4951513471080928,1.9533697507435923,0
California,4536499,88755,93203,1961,2.0545138442662503,1.9564646658138798,0
California,4635427,90853,98928,2098,2.134172321125972,1.959970462268093,0
California,4925539,93479,290112,2626,5.889954378596942,1.8978430583942183,1
California,5018347,95841,92808,2362,1.8493739073842441,1.9098121353505446,0
California,5267874,97096,249527,1255,4.736768571154132,1.8431724069330437,1
California,5407645,100274,139771,3178,2.5846925972396484,1.8543007168554888,0
California,5805086,103453,397441,3179,6.846427425881374,1.7821096879529434,1
California,5982994,104510,177908,1057,2.97356139752104,1.746784302307507,0
California,6064670,105911,81676,1401,1.346750936159758,1.7463604779814894,0
California,6084041,106456,19371,545,0.31839035930231235,1.7497580966334711,0
California,6176856,107925,92815,1469,1.5026252838013385,1.7472481145747933,0
California,6384130,113186,207274,5261,3.2467070689349993,1.772927556299762,0
California,6621804,116232,237674,3046,3.5892635904052734,1.7552920624047466,0
California,6897964,119461,276160,3229,4.0035001632365725,1.7318298558821124,1
California,7385985,129452,488021,9991,6.607392243553162,1.7526707676768907,1
California,7755995,137789,370010,8337,4.770632265750558,1.7765483345463735,1
California,8104635,144342,348640,6553,4.301735981941198,1.780980883161302,1
California,8747315,159008,642680,14666,7.347168816945543,1.8177920882007794,1
California,9445933,172049,698618,13041,7.395966073441343,1.8214082187540397,1
California,10010698,180083,564765,8034,5.641614600700171,1.7989055308630826,1
California,10538721,188844,528023,8761,5.010313870155591,1.7919062474469152,1
California,11166361,202448,627640,13604,5.6208105756208315,1.8130167921312952,1
California,11607643,209209,441282,6761,3.8016503436571916,1.8023383386274028,0
California,11744349,212898,136706,3689,1.1640151361305764,1.8127696988568716,0
California,12226719,215346,482370,2448,3.945212121093157,1.7612738135226629,1
California,12837438,229530,610719,14184,4.757327747171983,1.7879735816445617,1
California,13208072,239583,370634,10053,2.806117350056844,1.8139134916890218,0
California,13777818,246955,569746,7372,4.135241153570181,1.792410089899576,1
California,13923938,250830,146120,3875,1.0494157615467692,1.8014300264767051,0
California,14809073,270284,885135,19454,5.976977762213745,1.825124368014122,1
California,15874524,279219,1065451,8935,6.711703607616832,1.7589125821977403,1
California,16768466,288978,893942,9759,5.331089916036446,1.7233418966290655,1
California,17371027,302344,602561,13366,3.4687701538890017,1.7405073401820168,0
California,18373690,332027,1002663,29683,5.4570584351864,1.8070784910380007,1
California,18744523,341209,370833,9182,1.9783538903604,1.8203130589132623,0
California,19944098,355311,1199575,14102,6.014686650657252,1.7815345672689733,1
California,21010578,382054,1066480,26743,5.075919377372673,1.818388813482428,1
California,22109127,413118,1098549,31064,4.968757925177235,1.8685405353182873,1
California,22476585,419857,367458,6739,1.6348479984837554,1.867975050480311,0
California,22585161,421955,108576,2098,0.4807404295236151,1.8682842243187905,0
California,22627671,422666,42510,711,0.1878673240387842,1.8679164992278703,0
California,23040715,428351,413044,5685,1.7926700625392917,1.8591046328206395,0
California,23526934,435265,486219,6914,2.0666483784074883,1.8500710717342088,0
California,23887203,444716,360269,9451,1.508209228179624,1.8617332468769996,0
California,24141734,446162,254531,1446,1.0543194618911798,1.8480942586808387,0
California,25598661,481683,1456927,35521,5.691418781630805,1.881672639049363,1
California,25651004,482259,52343,576,0.20405828949229435,1.8800784561883037,0
California,26173497,491821,522493,9562,1.9962674456531353,1.8790802008611995,0
California,26608165,497589,434668,5768,1.6335887875018815,1.8700613138861697,0
California,27940010,512605,1331845,15016,4.766802159340673,1.8346629081378283,1
California,28504731,526095,564721,13490,1.981148322360944,1.8456409920163779,0
California,30269996,548597,1765265,22502,5.831731857513295,1.8123457961474458,1
California,30479941,549865,209945,1268,0.6887972650603228,1.8040225209097354,0
California,31626374,560343,1146433,10478,3.6249270940766083,1.7717585961640752,0
California,32824155,578822,1197781,18479,3.649084035826665,1.7634025917803517,0
California,35098123,645648,2273968,66826,6.478887774141084,1.8395513629033668,1
California,37633158,688304,2535035,42656,6.73617398784338,1.828982834765023,1
California,40336134,713300,2702976,24996,6.701128075387691,1.7683896032277164,1
California,41524080,740423,1187946,27123,2.8608604934775195,1.7831171696037575,0
California,41550538,740885,26458,462,0.06367667248977618,1.7830936388838092,0
California,43530353,797111,1979815,56226,4.548125304658108,1.8311613507935487,1
California,44978534,818503,1448181,21392,3.219715876022104,1.819763623243034,0
California,47475959,840342,2497425,21839,5.260399268606665,1.7700369148941255,1
California,49859108,874629,2383149,34287,4.779766617565641,1.7542010579090181,1
California,52266073,927868,2406965,53239,4.605214935508929,1.775277817409393,1
California,55633285,975065,3367212,47197,6.0525133470008115,1.7526647941066218,1
California,59124430,1014880,3491145,39815,5.90474191463664,1.7165154911430014,1
California,62954580,1114836,3830150,99956,6.083989441276552,1.7708576564246796,1
California,63604895,1120060,650315,5224,1.0224291699561803,1.7609650955323484,0
California,65637860,1179129,2032965,59069,3.097244486642313,1.7964159709045968,0
California,67792898,1237036,2155038,57907,3.1788551066219353,1.8247280120699367,0
California,72339004,1359095,4546106,122059,6.284446493070322,1.8787858898361387,1
California,72946407,1366840,607403,7745,0.832670209514226,1.873759183231602,0
California,73257873,1375266,311466,8426,0.42516385918002286,1.8772944718173838,0
California,76096740,1424886,2838867,49620,3.730602651309373,1.8724665471871724,0
California,81963418,1502047,5866678,77161,7.157678563380555,1.8325821892883971,1
California,83643834,1524151,1680416,22104,2.0090135992570595,1.8221916991514282,0
California,85610728,1548239,1966894,24088,2.297485427293645,1.808463771035798,0
California,85957608,1553148,346880,4909,0.4035477580995507,1.8068767106688217,0
California,88529507,1617557,2571899,64409,2.9051319578680133,1.8271388318021469,0
California,90831132,1669893,2301625,52336,2.533960492752639,1.8384588667242419,0
California,94810304,1762886,3979172,92993,4.196982640199107,1.859382288237363,1
California,98994507,1870770,4184203,107884,4.22670219469854,1.8897715203531444,1
California,106535154,1915656,7540647,44886,7.078083352655594,1.7981444885319262,1
California,110817134,2024093,4281980,108437,3.864005362203285,1.8265162858299513,0
California,117314518,2065227,6497384,41134,5.5384313133349785,1.7604189449084213,1
California,120621636,2094417,3307118,29190,2.741728689536262,1.7363526722519333,0
California,128837545,2285818,8215909,191401,6.376952463662669,1.7741862436140023,1
California,131935592,2327352,3098047,41534,2.348151058434634,1.7640061826531237,0
California,137759196,2490061,5823604,162709,4.227379491965095,1.8075461183731065,1
California,139559867,2541588,1800671,51527,1.290249868180227,1.821145329695678,0
California,141625287,2597439,2065420,55851,1.458369507134697,1.8340220556799296,0
California,145926761,2723573,4301474,126134,2.947693740697774,1.8663972127771684,0
California,151938625,2764572,6011864,40999,3.9567713608044035,1.8195320643450603,1
California,160823740,2845942,8885115,81370,5.524753372854033,1.769603169283341,1
California,170785632,3045992,9961892,200050,5.832980142029746,1.783517714183357,1
California,181932707,3318710,11147075,272718,6.127031903065126,1.8241414942503988,1
California,190383231,3418521,8450524,99811,4.438691346718452,1.7955998446102641,1
California,198246179,3555724,7862948,137203,3.9662545021863957,1.793590180620833,1
California,200998993,3602771,2752814,47047,1.3695660654379498,1.7924323630815406,0
California,210521470,3839547,9522477,236776,4.523280689613273,1.8238268049334827,1
California,224711632,4017077,14190162,177530,6.314831979859415,1.787658682484225,1
California,231753411,4170228,7041779,153151,3.0384791186525404,1.799424647950489,0
California,244108919,4411342,12355508,241114,5.061473399093623,1.8071203699034037,1
California,249136013,4522450,5027094,111108,2.017811050062843,1.8152534214312885,0
California,264462471,4957196,15326458,434746,5.795324358139268,1.8744421396561783,1
California,284561229,5441837,20098758,484641,7.063069719873891,1.9123606610512636,1
California,290778676,5559063,6217447,117226,2.13820596665761,1.911784961838123,0
California,302974363,5899983,12195687,340920,4.025319792486864,1.9473538756148816,1
California,303615469,5911928,641106,11945,0.21115722532569645,1.9471761499740974,0
California,312749345,6173768,9133876,261840,2.92051003336234,1.974030673029867,0
California,323819892,6408851,11070547,235083,3.4187359311453296,1.9791406143758457,0
California,326963615,6426311,3143723,17460,0.9614901645860504,1.965451415748508,0
California,334488538,6613174,7524923,186863,2.249680376192741,1.9771003334051467,0
California,349971608,6793947,15483070,180773,4.424093168152086,1.9412851913404356,1
California,376433892,7110003,26462284,316056,7.029729405980268,1.8887786543938505,1
California,384249001,7325608,7815109,215605,2.0338657952685217,1.9064741823492732,0
California,410753692,7656864,26504691,331256,6.4526969607859295,1.8641010778790519,1
California,413306595,7721268,2552903,64404,0.6176777798573477,1.8681695606623454,0
California,416444433,7783769,3137838,62501,0.7534829982947568,1.869101465452895,0
California,418946183,7850758,2501750,66989,0.5971530715676672,1.8739299505683764,0
California,434084756,8238590,15138573,387832,3.487469391806977,1.8979219809322216,0
California,462311039,9062573,28226283,823983,6.10547458720751,1.9602761421407462,1
California,465727252,9084640,3416213,22067,0.7335222461922842,1.9506352615156823,0
California,470412531,9181806,4685279,97166,0.9959936632725458,1.951862545090237,0
California,496108117,9773006,25695586,591200,5.179432692087962,1.9699347108243344,1
California,522474670,10113322,26366553,340316,5.046474884610196,1.9356578568679703,1
California,546812063,10781201,24337393,667879,4.450778365509468,1.971646517973763,1
California,589522736,11780909,42710673,999708,7.244957724582143,1.998380771526342,1
California,627984258,12511499,38461522,730590,6.124599702943509,1.9923268522441209,1
California,631827238,12608682,3842980,97183,0.6082327207299031,1.995590129971573,0
California,666813320,13125180,34986082,516498,5.246758118149169,1.968344003686069,1
California,689946059,13462133,23132739,336953,3.3528329784981064,1.951186302812116,0
California,728860517,13984533,38914458,522400,5.339081633914326,1.9186843948634413,1
California,759398258,14306812,30537741,322279,4.0213077496946275,1.8839669237165937,1
California,816797791,14739673,57399533,432861,7.02738592494553,1.8045681761644234,1
California,821687109,14775829,4889318,36156,0.5950340398975397,1.7982305963132736,0
California,838663739,15083493,16976630,307664,2.0242475274109832,1.7985149826538525,0
California,851226387,15276964,12562648,193471,1.4758292496400256,1.7947004737295578,0
California,901102467,15929535,49876080,652571,5.535006486670733,1.7677828641434628,1
California,946615860,16731038,45513393,801503,4.808010822890713,1.7674580267438158,1
California,957656978,16990357,11041118,259319,1.1529303554033101,1.7741589515155185,0
California,978617582,17396313,20960604,405956,2.141858514044151,1.7776415752154349,0
California,1024292186,18466509,45674604,1070196,4.459138185791061,1.802855596518238,1
California,1034680579,18711620,10388393,245111,1.0040193283651069,1.808444111136641,0
California,1085479145,19769075,50798566,1057455,4.679828832639617,1.8212302918081398,1
California,1107692847,19983362,22213702,214287,2.00540267639735,1.8040526355407622,0
California,1189069734,20906596,81376887,923234,6.843743867422329,1.7582312796467159,1
California,1236696990,21443235,47627256,536639,3.8511661615671917,1.7339117967773172,0
California,1241507136,21551102,4810146,107867,0.38744408795730034,1.7358822494919595,0
California,1245731576,21576288,4224440,25186,0.33911318307949834,1.7320174278058116,0
California,1247387017,21619940,1655441,43652,0.13271270082491166,1.7332182959540938,0
California,1268461111,22133960,21074094,514020,1.6613906265826386,1.7449458882149365,0
California,1365688774,24192382,97227663,2058422,7.119313334855017,1.7714418146048259,1
California,1443001836,25137878,77313062,945496,5.357793737415592,1.7420544709549488,1
California,1448995690,25279368,5993854,141490,0.4136557507634823,1.744613056785559,0
California,1475070994,25608116,26075304,328748,1.7677321366947034,1.736059898415981,0
